date,actual_spend,cumulative_spend,planned_cumulative,pacing_index,advertiser,total_budget,daily_budget,remaining_budget,budget_anomaly_flag,budget_anomaly_detail
2024-01-04,264.4125,1048.8243,2222.222222222222,0.471970935,Nike,50000,555.5555555555555,48951.1757,False,0.48x pace — within normal range
2024-01-05,225.856,1274.6803,2777.777777777778,0.458884908,Nike,50000,555.5555555555555,48725.3197,False,0.41x pace — within normal range
2024-01-06,293.9141,1568.5944,3333.333333333333,0.47057832000000005,Nike,50000,555.5555555555555,48431.4056,False,0.53x pace — within normal range
2024-01-07,343.1546,1911.749,3888.8888888888887,0.49159260000000005,Nike,50000,555.5555555555555,48088.251,False,0.62x pace — within normal range
2024-01-08,338.913,2250.6620000000003,4444.444444444444,0.5063989500000001,Nike,50000,555.5555555555555,47749.338,False,0.61x pace — within normal range
2024-01-09,252.6787,2503.3407,5000.0,0.50066814,Nike,50000,555.5555555555555,47496.6593,False,0.45x pace — within normal range
2024-01-10,277.0222,2780.3629,5555.555555555556,0.500465322,Nike,50000,555.5555555555555,47219.6371,False,0.50x pace — within normal range
2024-01-11,295.20619999999997,3075.5691,6111.111111111111,0.5032749436363636,Nike,50000,555.5555555555555,46924.4309,False,0.53x pace — within normal range
2024-01-12,270.03340000000003,3345.6025,6666.666666666666,0.501840375,Nike,50000,555.5555555555555,46654.3975,False,0.49x pace — within normal range
2024-01-13,358.5815,3704.184,7222.222222222222,0.5128870153846155,Nike,50000,555.5555555555555,46295.816,False,0.65x pace — within normal range
2024-01-14,252.0212,3956.2052000000003,7777.777777777777,0.5086549542857144,Nike,50000,555.5555555555555,46043.7948,False,0.45x pace — within normal range
2024-01-15,273.0132,4229.218400000001,8333.333333333334,0.507506208,Nike,50000,555.5555555555555,45770.7816,False,0.49x pace — within normal range
2024-01-16,317.95050000000003,4547.168900000001,8888.888888888889,0.5115565012500001,Nike,50000,555.5555555555555,45452.831099999996,False,0.57x pace — within normal range
2024-01-17,255.8813,4803.050200000001,9444.444444444443,0.5085582564705884,Nike,50000,555.5555555555555,45196.9498,False,0.46x pace — within normal range
2024-01-18,306.0484,5109.0986,10000.0,0.51090986,Nike,50000,555.5555555555555,44890.9014,False,0.55x pace — within normal range
2024-01-19,269.0935,5378.1921,10555.555555555555,0.5095129357894738,Nike,50000,555.5555555555555,44621.8079,False,0.48x pace — within normal range
2024-01-20,327.15139999999997,5705.3435,11111.111111111111,0.513480915,Nike,50000,555.5555555555555,44294.6565,False,0.59x pace — within normal range
2024-01-21,273.029,5978.3724999999995,11666.666666666666,0.5124319285714286,Nike,50000,555.5555555555555,44021.6275,False,0.49x pace — within normal range
2024-01-22,277.1417,6255.5142,12222.222222222223,0.5118147981818182,Nike,50000,555.5555555555555,43744.4858,False,0.50x pace — within normal range
2024-01-23,257.4584,6512.972599999999,12777.777777777777,0.5097108991304348,Nike,50000,555.5555555555555,43487.0274,False,0.46x pace — within normal range
2024-01-24,368.9123,6881.884899999999,13333.333333333332,0.5161413675,Nike,50000,555.5555555555555,43118.1151,False,0.66x pace — within normal range
2024-01-25,344.1482,7226.033099999999,13888.888888888889,0.5202743832,Nike,50000,555.5555555555555,42773.9669,False,0.62x pace — within normal range
2024-01-26,234.23090000000002,7460.263999999999,14444.444444444443,0.5164798153846154,Nike,50000,555.5555555555555,42539.736000000004,False,0.42x pace — within normal range
2024-01-27,386.551,7846.815,15000.0,0.523121,Nike,50000,555.5555555555555,42153.185,False,0.70x pace — within normal range
2024-01-28,343.9418,8190.756799999999,15555.555555555555,0.5265486514285714,Nike,50000,555.5555555555555,41809.2432,False,0.62x pace — within normal range
2024-01-29,314.3078,8505.0646,16111.111111111111,0.5279005613793103,Nike,50000,555.5555555555555,41494.9354,False,0.57x pace — within normal range
2024-01-30,293.3916,8798.4562,16666.666666666668,0.527907372,Nike,50000,555.5555555555555,41201.5438,False,0.53x pace — within normal range
2024-01-31,350.2711,9148.7273,17222.222222222223,0.5312164238709678,Nike,50000,555.5555555555555,40851.2727,False,0.63x pace — within normal range
2024-02-01,234.2343,9382.9616,17777.777777777777,0.5277915900000001,Nike,50000,555.5555555555555,40617.0384,False,0.42x pace — within normal range
2024-02-02,251.8096,9634.771200000001,18333.333333333332,0.5255329745454547,Nike,50000,555.5555555555555,40365.2288,False,0.45x pace — within normal range
2024-02-03,321.08889999999997,9955.860100000002,18888.888888888887,0.5270749464705884,Nike,50000,555.5555555555555,40044.139899999995,False,0.58x pace — within normal range
2024-02-04,310.1705,10266.030600000002,19444.444444444445,0.527967288,Nike,50000,555.5555555555555,39733.9694,False,0.56x pace — within normal range
2024-02-05,305.11850000000004,10571.149100000002,20000.0,0.5285574550000001,Nike,50000,555.5555555555555,39428.8509,False,0.55x pace — within normal range
2024-02-06,384.1474,10955.296500000002,20555.555555555555,0.5329603702702704,Nike,50000,555.5555555555555,39044.703499999996,False,0.69x pace — within normal range
2024-02-07,258.5615,11213.858000000002,21111.11111111111,0.5311827473684212,Nike,50000,555.5555555555555,38786.142,False,0.47x pace — within normal range
2024-02-08,343.16589999999997,11557.023900000002,21666.666666666668,0.5334011030769231,Nike,50000,555.5555555555555,38442.9761,False,0.62x pace — within normal range
2024-02-09,280.3698,11837.393700000002,22222.222222222223,0.5326827165000001,Nike,50000,555.5555555555555,38162.6063,False,0.50x pace — within normal range
2024-02-10,262.5713,12099.965000000002,22777.777777777777,0.5312179756097561,Nike,50000,555.5555555555555,37900.034999999996,False,0.47x pace — within normal range
2024-02-11,293.2058,12393.170800000002,23333.333333333332,0.5311358914285715,Nike,50000,555.5555555555555,37606.8292,False,0.53x pace — within normal range
2024-02-12,272.2853,12665.456100000001,23888.888888888887,0.5301818832558141,Nike,50000,555.5555555555555,37334.5439,False,0.49x pace — within normal range
2024-02-13,259.0288,12924.484900000001,24444.444444444445,0.5287289277272728,Nike,50000,555.5555555555555,37075.5151,False,0.47x pace — within normal range
2024-02-14,312.082,13236.566900000002,25000.0,0.5294626760000001,Nike,50000,555.5555555555555,36763.433099999995,False,0.56x pace — within normal range
2024-02-15,280.1733,13516.740200000002,25555.555555555555,0.5289159208695653,Nike,50000,555.5555555555555,36483.2598,False,0.50x pace — within normal range
2024-02-16,284.4392,13801.179400000003,26111.11111111111,0.5285558068085108,Nike,50000,555.5555555555555,36198.8206,False,0.51x pace — within normal range
2024-02-17,304.22270000000003,14105.402100000003,26666.666666666664,0.5289525787500001,Nike,50000,555.5555555555555,35894.59789999999,False,0.55x pace — within normal range
2024-02-18,310.601,14416.003100000004,27222.222222222223,0.5295674608163267,Nike,50000,555.5555555555555,35583.9969,False,0.56x pace — within normal range
2024-02-19,219.09949999999998,14635.102600000004,27777.777777777777,0.5268636936000002,Nike,50000,555.5555555555555,35364.897399999994,False,0.39x pace — within normal range
2024-02-20,235.9154,14871.018000000004,28333.333333333332,0.5248594588235296,Nike,50000,555.5555555555555,35128.981999999996,False,0.42x pace — within normal range
2024-02-21,310.7882,15181.806200000005,28888.888888888887,0.525524060769231,Nike,50000,555.5555555555555,34818.193799999994,False,0.56x pace — within normal range
2024-02-22,269.134,15450.940200000005,29444.444444444445,0.5247489124528303,Nike,50000,555.5555555555555,34549.059799999995,False,0.48x pace — within normal range
2024-02-23,270.3283,15721.268500000004,30000.0,0.5240422833333335,Nike,50000,555.5555555555555,34278.731499999994,False,0.49x pace — within normal range
2024-02-24,298.753,16020.021500000004,30555.555555555555,0.5242916127272729,Nike,50000,555.5555555555555,33979.9785,False,0.54x pace — within normal range
2024-02-25,227.3429,16247.364400000004,31111.11111111111,0.522236712857143,Nike,50000,555.5555555555555,33752.635599999994,False,0.41x pace — within normal range
2024-02-26,286.4944,16533.858800000005,31666.666666666664,0.5221218568421054,Nike,50000,555.5555555555555,33466.1412,False,0.52x pace — within normal range
2024-02-27,372.8503,16906.709100000004,32222.222222222223,0.5246909720689656,Nike,50000,555.5555555555555,33093.29089999999,False,0.67x pace — within normal range
2024-02-28,322.16470000000004,17228.873800000005,32777.777777777774,0.5256266583050849,Nike,50000,555.5555555555555,32771.1262,False,0.58x pace — within normal range
2024-02-29,308.7585,17537.632300000005,33333.333333333336,0.5261289690000001,Nike,50000,555.5555555555555,32462.367699999995,False,0.56x pace — within normal range
2024-03-01,304.9151,17842.547400000003,33888.88888888889,0.5265013986885246,Nike,50000,555.5555555555555,32157.452599999997,False,0.55x pace — within normal range
2024-03-02,307.5246,18150.072000000004,34444.444444444445,0.5269375741935485,Nike,50000,555.5555555555555,31849.927999999996,False,0.55x pace — within normal range
2024-03-03,233.2664,18383.338400000004,35000.0,0.5252382400000001,Nike,50000,555.5555555555555,31616.661599999996,False,0.42x pace — within normal range
2024-03-04,302.3422,18685.680600000003,35555.555555555555,0.5255347668750001,Nike,50000,555.5555555555555,31314.319399999997,False,0.54x pace — within normal range
2024-03-05,306.0495,18991.730100000004,36111.11111111111,0.5259248335384616,Nike,50000,555.5555555555555,31008.269899999996,False,0.55x pace — within normal range
2024-03-06,297.86789999999996,19289.598000000005,36666.666666666664,0.5260799454545456,Nike,50000,555.5555555555555,30710.401999999995,False,0.54x pace — within normal range
2024-03-07,295.0448,19584.642800000005,37222.22222222222,0.5261545826865673,Nike,50000,555.5555555555555,30415.357199999995,False,0.53x pace — within normal range
2024-03-08,301.236,19885.878800000006,37777.777777777774,0.5263909094117649,Nike,50000,555.5555555555555,30114.121199999994,False,0.54x pace — within normal range
2024-03-09,327.08180000000004,20212.960600000006,38333.333333333336,0.5272946243478263,Nike,50000,555.5555555555555,29787.039399999994,False,0.59x pace — within normal range
2024-03-10,264.4416,20477.402200000004,38888.88888888889,0.526561770857143,Nike,50000,555.5555555555555,29522.597799999996,False,0.48x pace — within normal range
2024-03-11,274.9675,20752.369700000003,39444.444444444445,0.5261164149295775,Nike,50000,555.5555555555555,29247.630299999997,False,0.49x pace — within normal range
2024-03-12,297.7081,21050.077800000003,40000.0,0.526251945,Nike,50000,555.5555555555555,28949.922199999997,False,0.54x pace — within normal range
2024-03-13,291.76009999999997,21341.837900000002,40555.555555555555,0.5262370989041096,Nike,50000,555.5555555555555,28658.162099999998,False,0.53x pace — within normal range
2024-03-14,284.3968,21626.2347,41111.11111111111,0.5260435467567568,Nike,50000,555.5555555555555,28373.7653,False,0.51x pace — within normal range
2024-03-15,311.1828,21937.4175,41666.666666666664,0.52649802,Nike,50000,555.5555555555555,28062.5825,False,0.56x pace — within normal range
2024-03-16,358.78790000000004,22296.2054,42222.22222222222,0.5280680226315789,Nike,50000,555.5555555555555,27703.7946,False,0.65x pace — within normal range
2024-03-17,371.2138,22667.4192,42777.777777777774,0.5298877215584417,Nike,50000,555.5555555555555,27332.5808,False,0.67x pace — within normal range
2024-03-18,343.7519,23011.1711,43333.333333333336,0.5310270253846153,Nike,50000,555.5555555555555,26988.8289,False,0.62x pace — within normal range
2024-03-19,256.3762,23267.5473,43888.88888888889,0.5301466473417721,Nike,50000,555.5555555555555,26732.4527,False,0.46x pace — within normal range
2024-03-20,278.4726,23546.0199,44444.444444444445,0.52978544775,Nike,50000,555.5555555555555,26453.9801,False,0.50x pace — within normal range
2024-03-21,285.5606,23831.5805,45000.0,0.5295906777777778,Nike,50000,555.5555555555555,26168.4195,False,0.51x pace — within normal range
2024-03-22,282.9599,24114.5404,45555.555555555555,0.5293435697560976,Nike,50000,555.5555555555555,25885.4596,False,0.51x pace — within normal range
2024-03-23,351.87850000000003,24466.4189,46111.11111111111,0.5305970363855422,Nike,50000,555.5555555555555,25533.5811,False,0.63x pace — within normal range
2024-03-24,297.6887,24764.1076,46666.666666666664,0.5306594485714285,Nike,50000,555.5555555555555,25235.8924,False,0.54x pace — within normal range
2024-03-25,267.2894,25031.397,47222.22222222222,0.5300766423529413,Nike,50000,555.5555555555555,24968.603,False,0.48x pace — within normal range
2024-03-26,360.4036,25391.800600000002,47777.777777777774,0.5314562916279071,Nike,50000,555.5555555555555,24608.199399999998,False,0.65x pace — within normal range
2024-03-27,258.57169999999996,25650.372300000003,48333.333333333336,0.5306973579310346,Nike,50000,555.5555555555555,24349.627699999997,False,0.47x pace — within normal range
2024-03-28,248.7065,25899.078800000003,48888.88888888889,0.5297538845454546,Nike,50000,555.5555555555555,24100.921199999997,False,0.45x pace — within normal range
2024-03-29,294.3506,26193.429400000005,49444.444444444445,0.5297547519101125,Nike,50000,555.5555555555555,23806.570599999995,False,0.53x pace — within normal range
2024-03-30,262.5134,26455.942800000004,50000.0,0.5291188560000001,Nike,50000,555.5555555555555,23544.057199999996,False,0.47x pace — within normal range
2024-01-01,253.55939999999998,253.55939999999998,444.44444444444446,0.57050865,Toyota,40000,444.44444444444446,39746.4406,False,0.57x pace — within normal range
2024-01-02,278.6408,532.2002,888.8888888888889,0.598725225,Toyota,40000,444.44444444444446,39467.7998,False,0.63x pace — within normal range
2024-01-03,199.6107,731.8109,1333.3333333333335,0.5488581749999999,Toyota,40000,444.44444444444446,39268.1891,False,0.45x pace — within normal range
2024-01-04,211.1462,942.9571,1777.7777777777778,0.53041336875,Toyota,40000,444.44444444444446,39057.0429,False,0.48x pace — within normal range
2024-01-05,211.55239999999998,1154.5095,2222.222222222222,0.519529275,Toyota,40000,444.44444444444446,38845.4905,False,0.48x pace — within normal range
2024-01-06,238.6198,1393.1292999999998,2666.666666666667,0.5224234874999999,Toyota,40000,444.44444444444446,38606.8707,False,0.54x pace — within normal range
2024-01-07,256.5624,1649.6916999999999,3111.1111111111113,0.5302580464285713,Toyota,40000,444.44444444444446,38350.3083,False,0.58x pace — within normal range
2024-01-08,234.8152,1884.5068999999999,3555.5555555555557,0.5300175656249999,Toyota,40000,444.44444444444446,38115.4931,False,0.53x pace — within normal range
2024-01-09,178.8802,2063.3871,4000.0,0.515846775,Toyota,40000,444.44444444444446,37936.6129,False,0.40x pace — within normal range
2024-01-10,216.1086,2279.4957,4444.444444444444,0.5128865325,Toyota,40000,444.44444444444446,37720.5043,False,0.49x pace — within normal range
2024-01-11,297.3383,2576.834,4888.888888888889,0.5270796818181818,Toyota,40000,444.44444444444446,37423.166,False,0.67x pace — within normal range
2024-01-12,203.25560000000002,2780.0896,5333.333333333334,0.5212667999999999,Toyota,40000,444.44444444444446,37219.9104,False,0.46x pace — within normal range
2024-01-13,261.1288,3041.2183999999997,5777.777777777778,0.526364723076923,Toyota,40000,444.44444444444446,36958.7816,False,0.59x pace — within normal range
2024-01-14,231.4854,3272.7038,6222.222222222223,0.5259702535714285,Toyota,40000,444.44444444444446,36727.2962,False,0.52x pace — within normal range
2024-01-15,201.5004,3474.2041999999997,6666.666666666667,0.5211306299999999,Toyota,40000,444.44444444444446,36525.7958,False,0.45x pace — within normal range
2024-01-16,203.61540000000002,3677.8196,7111.111111111111,0.5171933812499999,Toyota,40000,444.44444444444446,36322.1804,False,0.46x pace — within normal range
2024-01-17,190.5635,3868.3831,7555.555555555556,0.5119918808823529,Toyota,40000,444.44444444444446,36131.6169,False,0.43x pace — within normal range
2024-01-18,298.2749,4166.658,8000.0,0.52083225,Toyota,40000,444.44444444444446,35833.342,False,0.67x pace — within normal range
2024-01-19,299.86150000000004,4466.5195,8444.444444444445,0.5289299407894736,Toyota,40000,444.44444444444446,35533.4805,False,0.67x pace — within normal range
2024-01-20,199.1613,4665.6808,8888.888888888889,0.5248890900000001,Toyota,40000,444.44444444444446,35334.3192,False,0.45x pace — within normal range
2024-01-21,273.6793,4939.3601,9333.333333333334,0.5292171535714285,Toyota,40000,444.44444444444446,35060.6399,False,0.62x pace — within normal range
2024-01-22,232.0536,5171.4137,9777.777777777777,0.5288945829545455,Toyota,40000,444.44444444444446,34828.5863,False,0.52x pace — within normal range
2024-01-23,249.6937,5421.1074,10222.222222222223,0.5303257239130434,Toyota,40000,444.44444444444446,34578.8926,False,0.56x pace — within normal range
2024-01-24,283.2393,5704.3467,10666.666666666668,0.534782503125,Toyota,40000,444.44444444444446,34295.6533,False,0.64x pace — within normal range
2024-01-25,231.75099999999998,5936.0977,11111.111111111111,0.534248793,Toyota,40000,444.44444444444446,34063.9023,False,0.52x pace — within normal range
2024-01-26,253.9535,6190.0512,11555.555555555557,0.5356775076923076,Toyota,40000,444.44444444444446,33809.9488,False,0.57x pace — within normal range
2024-01-27,163.4734,6353.5246,12000.0,0.5294603833333333,Toyota,40000,444.44444444444446,33646.4754,False,0.37x pace — within normal range
2024-01-28,230.1014,6583.626,12444.444444444445,0.529041375,Toyota,40000,444.44444444444446,33416.373999999996,False,0.52x pace — within normal range
2024-01-29,165.7884,6749.414400000001,12888.888888888889,0.5236614620689656,Toyota,40000,444.44444444444446,33250.5856,False,0.37x pace — within normal range
2024-01-30,254.9814,7004.3958,13333.333333333334,0.525329685,Toyota,40000,444.44444444444446,32995.6042,False,0.57x pace — within normal range
2024-01-31,292.5138,7296.9096,13777.777777777777,0.529614406451613,Toyota,40000,444.44444444444446,32703.0904,False,0.66x pace — within normal range
2024-02-01,293.9305,7590.8401,14222.222222222223,0.53373094453125,Toyota,40000,444.44444444444446,32409.1599,False,0.66x pace — within normal range
2024-02-02,196.9307,7787.7708,14666.666666666668,0.5309843727272727,Toyota,40000,444.44444444444446,32212.2292,False,0.44x pace — within normal range
2024-02-03,240.9007,8028.6715,15111.111111111111,0.5313091433823529,Toyota,40000,444.44444444444446,31971.3285,False,0.54x pace — within normal range
2024-02-04,246.13240000000002,8274.8039,15555.555555555557,0.5319516792857143,Toyota,40000,444.44444444444446,31725.1961,False,0.55x pace — within normal range
2024-02-05,135.2018,8410.005700000002,16000.0,0.5256253562500001,Toyota,40000,444.44444444444446,31589.9943,False,0.30x pace — within normal range
2024-02-06,287.1497,8697.155400000001,16444.444444444445,0.5288810716216217,Toyota,40000,444.44444444444446,31302.844599999997,False,0.65x pace — within normal range
2024-02-07,346.1029,9043.258300000001,16888.88888888889,0.5354560835526316,Toyota,40000,444.44444444444446,30956.7417,False,0.78x pace — within normal range
2024-02-08,179.808,9223.066300000002,17333.333333333332,0.532099978846154,Toyota,40000,444.44444444444446,30776.933699999998,False,0.40x pace — within normal range
2024-02-09,237.6416,9460.707900000003,17777.777777777777,0.5321648193750002,Toyota,40000,444.44444444444446,30539.2921,False,0.53x pace — within normal range
2024-02-10,278.1355,9738.843400000003,18222.222222222223,0.5344487231707319,Toyota,40000,444.44444444444446,30261.156599999995,False,0.63x pace — within normal range
2024-02-11,216.84539999999998,9955.688800000004,18666.666666666668,0.5333404714285715,Toyota,40000,444.44444444444446,30044.311199999996,False,0.49x pace — within normal range
2024-02-12,334.6605,10290.349300000003,19111.111111111113,0.5384485098837211,Toyota,40000,444.44444444444446,29709.6507,False,0.75x pace — within normal range
2024-02-13,242.945,10533.294300000003,19555.555555555555,0.5386343676136366,Toyota,40000,444.44444444444446,29466.7057,False,0.55x pace — within normal range
2024-02-14,269.3353,10802.629600000004,20000.0,0.5401314800000002,Toyota,40000,444.44444444444446,29197.370399999996,False,0.61x pace — within normal range
2024-02-15,237.5978,11040.227400000003,20444.444444444445,0.5400111228260871,Toyota,40000,444.44444444444446,28959.772599999997,False,0.53x pace — within normal range
2024-02-16,215.82729999999998,11256.054700000004,20888.88888888889,0.5388536824468086,Toyota,40000,444.44444444444446,28743.945299999996,False,0.49x pace — within normal range
2024-02-17,233.3195,11489.374200000004,21333.333333333336,0.5385644156250001,Toyota,40000,444.44444444444446,28510.625799999994,False,0.52x pace — within normal range
2024-02-18,263.94169999999997,11753.315900000003,21777.777777777777,0.5396930770408165,Toyota,40000,444.44444444444446,28246.6841,False,0.59x pace — within normal range
2024-02-19,223.9913,11977.307200000003,22222.222222222223,0.5389788240000001,Toyota,40000,444.44444444444446,28022.692799999997,False,0.50x pace — within normal range
2024-02-20,249.8085,12227.115700000002,22666.666666666668,0.539431575,Toyota,40000,444.44444444444446,27772.884299999998,False,0.56x pace — within normal range
2024-02-21,236.8945,12464.010200000002,23111.111111111113,0.5393081336538462,Toyota,40000,444.44444444444446,27535.989799999996,False,0.53x pace — within normal range
2024-02-22,190.7713,12654.781500000003,23555.555555555555,0.5372312900943398,Toyota,40000,444.44444444444446,27345.218499999995,False,0.43x pace — within normal range
2024-02-23,280.8755,12935.657000000003,24000.0,0.5389857083333335,Toyota,40000,444.44444444444446,27064.342999999997,False,0.63x pace — within normal range
2024-02-24,231.7776,13167.434600000002,24444.444444444445,0.5386677790909091,Toyota,40000,444.44444444444446,26832.5654,False,0.52x pace — within normal range
2024-02-25,230.55290000000002,13397.987500000003,24888.88888888889,0.5383119977678572,Toyota,40000,444.44444444444446,26602.012499999997,False,0.52x pace — within normal range
2024-02-26,274.4245,13672.412000000002,25333.333333333336,0.5397004736842106,Toyota,40000,444.44444444444446,26327.587999999996,False,0.62x pace — within normal range
2024-02-27,275.774,13948.186000000002,25777.777777777777,0.5410934224137932,Toyota,40000,444.44444444444446,26051.814,False,0.62x pace — within normal range
2024-02-28,262.7842,14210.970200000002,26222.222222222223,0.5419437788135594,Toyota,40000,444.44444444444446,25789.029799999997,False,0.59x pace — within normal range
2024-02-29,193.01749999999998,14403.987700000001,26666.666666666668,0.54014953875,Toyota,40000,444.44444444444446,25596.0123,False,0.43x pace — within normal range
2024-03-01,215.0038,14618.991500000002,27111.111111111113,0.5392250963114754,Toyota,40000,444.44444444444446,25381.008499999996,False,0.48x pace — within normal range
2024-03-02,258.1561,14877.147600000002,27555.555555555555,0.539896485483871,Toyota,40000,444.44444444444446,25122.852399999996,False,0.58x pace — within normal range
2024-03-03,203.02769999999998,15080.175300000003,28000.0,0.5385776892857144,Toyota,40000,444.44444444444446,24919.824699999997,False,0.46x pace — within normal range
2024-03-04,212.9574,15293.132700000002,28444.444444444445,0.537649196484375,Toyota,40000,444.44444444444446,24706.867299999998,False,0.48x pace — within normal range
2024-03-05,223.2007,15516.333400000001,28888.88888888889,0.5371038484615385,Toyota,40000,444.44444444444446,24483.666599999997,False,0.50x pace — within normal range
2024-03-06,248.1596,15764.493000000002,29333.333333333336,0.5374258977272728,Toyota,40000,444.44444444444446,24235.506999999998,False,0.56x pace — within normal range
2024-03-07,242.60879999999997,16007.101800000002,29777.777777777777,0.5375519261194031,Toyota,40000,444.44444444444446,23992.898199999996,False,0.55x pace — within normal range
2024-03-08,278.4502,16285.552000000001,30222.222222222223,0.5388601764705883,Toyota,40000,444.44444444444446,23714.447999999997,False,0.63x pace — within normal range
2024-03-09,185.106,16470.658000000003,30666.666666666668,0.5370866739130435,Toyota,40000,444.44444444444446,23529.341999999997,False,0.42x pace — within normal range
2024-03-10,221.4822,16692.1402,31111.111111111113,0.5365330778571429,Toyota,40000,444.44444444444446,23307.8598,False,0.50x pace — within normal range
2024-03-11,282.11490000000003,16974.255100000002,31555.555555555555,0.537916534859155,Toyota,40000,444.44444444444446,23025.744899999998,False,0.63x pace — within normal range
2024-03-12,267.8137,17242.0688,32000.0,0.5388146500000001,Toyota,40000,444.44444444444446,22757.9312,False,0.60x pace — within normal range
2024-03-13,242.0636,17484.132400000002,32444.444444444445,0.5388944917808219,Toyota,40000,444.44444444444446,22515.867599999998,False,0.54x pace — within normal range
2024-03-14,301.35,17785.4824,32888.88888888889,0.5407748027027027,Toyota,40000,444.44444444444446,22214.5176,False,0.68x pace — within normal range
2024-03-15,258.0712,18043.5536,33333.333333333336,0.541306608,Toyota,40000,444.44444444444446,21956.4464,False,0.58x pace — within normal range
2024-03-16,251.2493,18294.8029,33777.77777777778,0.5416224542763157,Toyota,40000,444.44444444444446,21705.1971,False,0.57x pace — within normal range
2024-03-17,219.0825,18513.8854,34222.222222222226,0.5409901577922077,Toyota,40000,444.44444444444446,21486.1146,False,0.49x pace — within normal range
2024-03-18,234.04500000000002,18747.930399999997,34666.666666666664,0.5408056846153846,Toyota,40000,444.44444444444446,21252.069600000003,False,0.53x pace — within normal range
2024-03-19,214.88920000000002,18962.8196,35111.11111111111,0.5400803050632911,Toyota,40000,444.44444444444446,21037.1804,False,0.48x pace — within normal range
2024-03-20,201.3865,19164.2061,35555.555555555555,0.5389932965625,Toyota,40000,444.44444444444446,20835.7939,False,0.45x pace — within normal range
2024-03-21,188.63400000000001,19352.8401,36000.0,0.5375788916666667,Toyota,40000,444.44444444444446,20647.1599,False,0.42x pace — within normal range
2024-03-22,192.4486,19545.2887,36444.444444444445,0.5363036533536586,Toyota,40000,444.44444444444446,20454.7113,False,0.43x pace — within normal range
2024-03-23,292.7894,19838.078100000002,36888.88888888889,0.5377792256024096,Toyota,40000,444.44444444444446,20161.921899999998,False,0.66x pace — within normal range
2024-03-24,257.2935,20095.371600000002,37333.333333333336,0.5382688821428572,Toyota,40000,444.44444444444446,19904.628399999998,False,0.58x pace — within normal range
2024-03-25,165.48919999999998,20260.860800000002,37777.77777777778,0.5363169035294117,Toyota,40000,444.44444444444446,19739.139199999998,False,0.37x pace — within normal range
2024-03-26,238.439,20499.2998,38222.222222222226,0.536318890116279,Toyota,40000,444.44444444444446,19500.7002,False,0.54x pace — within normal range
2024-03-27,268.1507,20767.4505,38666.666666666664,0.5370892370689655,Toyota,40000,444.44444444444446,19232.5495,False,0.60x pace — within normal range
2024-03-28,222.5929,20990.0434,39111.11111111111,0.5366772460227273,Toyota,40000,444.44444444444446,19009.9566,False,0.50x pace — within normal range
2024-03-29,211.4115,21201.454899999997,39555.555555555555,0.5359918373595505,Toyota,40000,444.44444444444446,18798.545100000003,False,0.48x pace — within normal range
2024-03-30,267.2327,21468.687599999997,40000.0,0.53671719,Toyota,40000,444.44444444444446,18531.312400000003,False,0.60x pace — within normal range
