date,advertiser,ad_format,impressions,spend,avg_cpm,clicks,conversions,pmp_impressions,ctr,cvr,simulated_revenue,roas
2024-01-29,Toyota,display,14,91.36789999999999,6.526278571428571,0,0,0,0.0,0.0,0.0,0.0
2024-01-29,Toyota,mobile,11,74.4205,6.7655,0,0,0,0.0,0.0,0.0,0.0
2024-01-30,AmericanExpress,display,118,776.6788,6.582023728813559,0,0,6,0.0,0.0,0.0,0.0
2024-01-30,AmericanExpress,mobile,91,607.126,6.671714285714286,0,0,7,0.0,0.0,0.0,0.0
2024-01-30,AmericanExpress,native,35,261.0609,7.458882857142857,0,0,3,0.0,0.0,0.0,0.0
2024-01-30,Netflix,display,308,1511.4229,4.907217207792208,0,0,72,0.0,0.0,0.0,0.0
2024-01-30,Netflix,mobile,191,1009.6251,5.285995287958115,0,0,53,0.0,0.0,0.0,0.0
2024-01-30,Nike,display,28,165.8751,5.924110714285715,0,0,1,0.0,0.0,0.0,0.0
2024-01-30,Nike,mobile,21,127.5165,6.072214285714286,0,0,1,0.0,0.0,0.0,0.0
2024-01-30,Toyota,display,26,156.9986,6.038407692307692,0,0,0,0.0,0.0,0.0,0.0
2024-01-30,Toyota,mobile,16,97.9828,6.123925,0,0,0,0.0,0.0,0.0,0.0
2024-01-31,AmericanExpress,display,121,805.1979,6.654528099173554,0,0,13,0.0,0.0,0.0,0.0
2024-01-31,AmericanExpress,mobile,78,532.9509,6.832703846153847,0,0,8,0.0,0.0,0.0,0.0
2024-01-31,AmericanExpress,native,39,305.3622,7.8298,0,0,2,0.0,0.0,0.0,0.0
2024-01-31,Netflix,display,288,1373.5167,4.769155208333333,1,0,58,0.003472222222222222,0.0,0.0,0.0
2024-01-31,Netflix,mobile,208,1031.2573,4.957967788461539,0,0,44,0.0,0.0,0.0,0.0
2024-01-31,Nike,display,33,188.9313,5.725190909090909,0,0,0,0.0,0.0,0.0,0.0
2024-01-31,Nike,mobile,27,161.3398,5.975548148148148,0,0,1,0.0,0.0,0.0,0.0
2024-01-31,Toyota,display,30,198.3733,6.612443333333333,0,0,0,0.0,0.0,0.0,0.0
2024-01-31,Toyota,mobile,15,94.1405,6.276033333333333,0,0,0,0.0,0.0,0.0,0.0
2024-02-01,AmericanExpress,display,148,1017.8598,6.877431081081081,0,0,19,0.0,0.0,0.0,0.0
2024-02-01,AmericanExpress,mobile,88,583.9909,6.636260227272728,0,0,8,0.0,0.0,0.0,0.0
2024-02-01,AmericanExpress,native,33,235.8033,7.145554545454545,0,0,3,0.0,0.0,0.0,0.0
2024-02-01,Netflix,display,312,1555.5904,4.9858666666666664,0,0,71,0.0,0.0,0.0,0.0
2024-02-01,Netflix,mobile,207,1057.6694,5.109514009661836,0,0,48,0.0,0.0,0.0,0.0
2024-02-01,Nike,display,27,159.5726,5.910096296296296,0,0,1,0.0,0.0,0.0,0.0
2024-02-01,Nike,mobile,12,74.6617,6.221808333333333,0,0,1,0.0,0.0,0.0,0.0
2024-02-01,Toyota,display,25,157.662,6.3064800000000005,0,0,0,0.0,0.0,0.0,0.0
2024-02-01,Toyota,mobile,22,136.2685,6.194022727272727,0,0,0,0.0,0.0,0.0,0.0
2024-02-02,AmericanExpress,display,144,975.5689,6.774784027777778,0,0,19,0.0,0.0,0.0,0.0
2024-02-02,AmericanExpress,mobile,98,653.5609,6.668988775510203,0,0,9,0.0,0.0,0.0,0.0
2024-02-02,AmericanExpress,native,28,224.4039,8.014425,0,0,1,0.0,0.0,0.0,0.0
2024-02-02,Netflix,display,324,1641.9514,5.0677512345679006,0,0,81,0.0,0.0,0.0,0.0
2024-02-02,Netflix,mobile,186,988.2436,5.313137634408602,0,0,48,0.0,0.0,0.0,0.0
2024-02-02,Nike,display,21,118.9533,5.664442857142857,0,0,0,0.0,0.0,0.0,0.0
2024-02-02,Nike,mobile,22,132.8563,6.038922727272728,0,0,0,0.0,0.0,0.0,0.0
2024-02-02,Toyota,display,16,97.8246,6.1140375,0,0,0,0.0,0.0,0.0,0.0
2024-02-02,Toyota,mobile,16,99.1061,6.19413125,0,0,0,0.0,0.0,0.0,0.0
2024-02-03,AmericanExpress,display,146,977.0464,6.692098630136986,0,0,13,0.0,0.0,0.0,0.0
2024-02-03,AmericanExpress,mobile,85,549.4675,6.4643235294117645,0,0,4,0.0,0.0,0.0,0.0
2024-02-03,AmericanExpress,native,42,314.6556,7.4918,0,0,2,0.0,0.0,0.0,0.0
2024-02-03,Netflix,display,329,1764.9621,5.364626443768997,0,0,88,0.0,0.0,0.0,0.0
2024-02-03,Netflix,mobile,225,1098.3944,4.881752888888888,0,0,38,0.0,0.0,0.0,0.0
2024-02-03,Nike,display,29,176.5819,6.089031034482758,0,0,1,0.0,0.0,0.0,0.0
2024-02-03,Nike,mobile,24,144.507,6.0211250000000005,0,0,1,0.0,0.0,0.0,0.0
2024-02-03,Toyota,display,25,160.6028,6.424112,0,0,0,0.0,0.0,0.0,0.0
2024-02-03,Toyota,mobile,12,80.2979,6.691491666666667,0,0,0,0.0,0.0,0.0,0.0
2024-02-04,AmericanExpress,display,152,1022.431,6.726519736842105,0,0,18,0.0,0.0,0.0,0.0
2024-02-04,AmericanExpress,mobile,92,599.512,6.5164347826086955,0,0,5,0.0,0.0,0.0,0.0
2024-02-04,AmericanExpress,native,48,338.0402,7.042504166666667,0,0,2,0.0,0.0,0.0,0.0
2024-02-04,Netflix,display,322,1765.3948,5.482592546583851,0,0,99,0.0,0.0,0.0,0.0
2024-02-04,Netflix,mobile,222,1128.4545,5.083128378378379,1,0,54,0.0045045045045045045,0.0,0.0,0.0
2024-02-04,Nike,display,29,171.3759,5.909513793103448,0,0,1,0.0,0.0,0.0,0.0
2024-02-04,Nike,mobile,23,138.7946,6.034547826086957,0,0,1,0.0,0.0,0.0,0.0
2024-02-04,Toyota,display,24,155.2212,6.46755,0,0,0,0.0,0.0,0.0,0.0
2024-02-04,Toyota,mobile,15,90.9112,6.060746666666666,0,0,0,0.0,0.0,0.0,0.0
2024-02-05,AmericanExpress,display,150,996.0108,6.640072,0,0,16,0.0,0.0,0.0,0.0
2024-02-05,AmericanExpress,mobile,90,619.6967,6.885518888888888,0,0,9,0.0,0.0,0.0,0.0
2024-02-05,AmericanExpress,native,35,257.4867,7.356762857142857,0,0,3,0.0,0.0,0.0,0.0
2024-02-05,Netflix,display,302,1513.1403,5.010398344370861,1,0,73,0.0033112582781456954,0.0,0.0,0.0
2024-02-05,Netflix,mobile,196,1017.2586,5.190094897959184,0,0,55,0.0,0.0,0.0,0.0
2024-02-05,Nike,display,35,207.1029,5.917225714285714,0,0,2,0.0,0.0,0.0,0.0
2024-02-05,Nike,mobile,17,98.0156,5.765623529411765,0,0,0,0.0,0.0,0.0,0.0
2024-02-05,Toyota,display,16,106.12,6.6325,0,0,0,0.0,0.0,0.0,0.0
2024-02-05,Toyota,mobile,5,29.0818,5.81636,0,0,0,0.0,0.0,0.0,0.0
2024-02-06,AmericanExpress,display,143,971.2593,6.792023076923077,1,0,16,0.006993006993006993,0.0,0.0,0.0
2024-02-06,AmericanExpress,mobile,106,711.5824,6.713041509433962,0,0,10,0.0,0.0,0.0,0.0
2024-02-06,AmericanExpress,native,31,221.61769999999999,7.148958064516129,0,0,0,0.0,0.0,0.0,0.0
2024-02-06,Netflix,display,349,1830.3785,5.244637535816619,0,0,89,0.0,0.0,0.0,0.0
2024-02-06,Netflix,mobile,213,1222.3692,5.738822535211268,0,0,76,0.0,0.0,0.0,0.0
2024-02-06,Nike,display,49,292.0,5.959183673469388,0,0,2,0.0,0.0,0.0,0.0
2024-02-06,Nike,mobile,15,92.1474,6.14316,0,0,0,0.0,0.0,0.0,0.0
2024-02-06,Toyota,display,28,176.3319,6.297567857142857,0,0,0,0.0,0.0,0.0,0.0
2024-02-06,Toyota,mobile,16,110.8178,6.9261125,0,0,0,0.0,0.0,0.0,0.0
2024-02-07,AmericanExpress,display,137,896.7974,6.545966423357664,0,0,9,0.0,0.0,0.0,0.0
2024-02-07,AmericanExpress,mobile,93,614.6267,6.608889247311828,0,0,9,0.0,0.0,0.0,0.0
2024-02-07,AmericanExpress,native,38,290.5256,7.645410526315789,0,0,4,0.0,0.0,0.0,0.0
2024-02-07,Netflix,display,300,1497.6998,4.992332666666667,0,0,75,0.0,0.0,0.0,0.0
2024-02-07,Netflix,mobile,189,977.7708,5.173390476190476,1,0,52,0.005291005291005291,0.0,0.0,0.0
2024-02-07,Nike,display,26,154.2713,5.933511538461539,0,0,1,0.0,0.0,0.0,0.0
2024-02-07,Nike,mobile,17,104.2902,6.134717647058824,0,0,2,0.0,0.0,0.0,0.0
2024-02-07,Toyota,display,32,200.9097,6.278428125,0,0,0,0.0,0.0,0.0,0.0
2024-02-07,Toyota,mobile,22,145.1932,6.599690909090909,0,0,0,0.0,0.0,0.0,0.0
2024-02-08,AmericanExpress,display,144,950.8761,6.603306249999999,0,0,12,0.0,0.0,0.0,0.0
2024-02-08,AmericanExpress,mobile,102,662.3122,6.493256862745097,0,0,8,0.0,0.0,0.0,0.0
2024-02-08,AmericanExpress,native,28,202.5083,7.232439285714285,0,0,4,0.0,0.0,0.0,0.0
2024-02-08,Netflix,display,354,1935.6199,5.467852824858757,0,0,103,0.0,0.0,0.0,0.0
2024-02-08,Netflix,mobile,208,1075.0528,5.168523076923076,0,0,58,0.0,0.0,0.0,0.0
2024-02-08,Nike,display,35,213.73,6.106571428571428,0,0,2,0.0,0.0,0.0,0.0
2024-02-08,Nike,mobile,22,129.4359,5.88345,0,0,1,0.0,0.0,0.0,0.0
2024-02-08,Toyota,display,17,108.8439,6.4025823529411765,0,0,0,0.0,0.0,0.0,0.0
2024-02-08,Toyota,mobile,11,70.9641,6.451281818181818,0,0,0,0.0,0.0,0.0,0.0
2024-02-09,AmericanExpress,display,135,915.5949,6.782184444444445,0,0,16,0.0,0.0,0.0,0.0
2024-02-09,AmericanExpress,mobile,87,598.5152,6.879485057471265,0,0,10,0.0,0.0,0.0,0.0
2024-02-09,AmericanExpress,native,40,293.1368,7.3284199999999995,0,0,4,0.0,0.0,0.0,0.0
2024-02-09,Netflix,display,329,1659.011,5.042586626139817,0,0,75,0.0,0.0,0.0,0.0
2024-02-09,Netflix,mobile,233,1182.5846999999999,5.075470815450643,0,0,58,0.0,0.0,0.0,0.0
2024-02-09,Nike,display,34,211.3364,6.215776470588235,0,0,3,0.0,0.0,0.0,0.0
2024-02-09,Nike,mobile,12,69.0334,5.752783333333333,0,0,0,0.0,0.0,0.0,0.0
2024-02-09,Toyota,display,22,140.2221,6.3737318181818186,0,0,0,0.0,0.0,0.0,0.0
2024-02-09,Toyota,mobile,15,97.4195,6.494633333333334,0,0,0,0.0,0.0,0.0,0.0
2024-02-10,AmericanExpress,display,134,892.0643,6.657196268656716,0,0,11,0.0,0.0,0.0,0.0
2024-02-10,AmericanExpress,mobile,99,668.5086,6.752612121212121,0,0,11,0.0,0.0,0.0,0.0
2024-02-10,AmericanExpress,native,30,216.5729,7.219096666666667,0,0,1,0.0,0.0,0.0,0.0
2024-02-10,Netflix,display,281,1520.4006,5.410678291814946,1,0,79,0.0035587188612099642,0.0,0.0,0.0
2024-02-10,Netflix,mobile,218,1117.2184,5.124855045871559,0,0,53,0.0,0.0,0.0,0.0
2024-02-10,Nike,display,27,163.0598,6.039251851851851,0,0,1,0.0,0.0,0.0,0.0
2024-02-10,Nike,mobile,17,99.5115,5.853617647058823,0,0,1,0.0,0.0,0.0,0.0
2024-02-10,Toyota,display,28,175.99530000000001,6.285546428571429,0,0,0,0.0,0.0,0.0,0.0
2024-02-10,Toyota,mobile,16,102.1402,6.3837625,0,0,0,0.0,0.0,0.0,0.0
2024-02-11,AmericanExpress,display,110,732.0754,6.655230909090909,0,0,7,0.0,0.0,0.0,0.0
2024-02-11,AmericanExpress,mobile,88,610.5481,6.9380465909090905,0,0,14,0.0,0.0,0.0,0.0
2024-02-11,AmericanExpress,native,30,238.7167,7.957223333333333,0,0,3,0.0,0.0,0.0,0.0
2024-02-11,Netflix,display,311,1592.8234,5.121618649517685,0,0,79,0.0,0.0,0.0,0.0
2024-02-11,Netflix,mobile,235,1172.6766,4.990113191489362,1,0,56,0.00425531914893617,0.0,0.0,0.0
2024-02-11,Nike,display,35,216.3358,6.181022857142858,0,0,3,0.0,0.0,0.0,0.0
2024-02-11,Nike,mobile,14,76.87,5.490714285714286,0,0,0,0.0,0.0,0.0,0.0
2024-02-11,Toyota,display,16,114.6416,7.1651,0,0,0,0.0,0.0,0.0,0.0
2024-02-11,Toyota,mobile,17,102.2038,6.011988235294118,0,0,0,0.0,0.0,0.0,0.0
2024-02-12,AmericanExpress,display,131,847.9209,6.472678625954198,0,0,8,0.0,0.0,0.0,0.0
2024-02-12,AmericanExpress,mobile,95,636.6225,6.70128947368421,0,0,11,0.0,0.0,0.0,0.0
2024-02-12,AmericanExpress,native,40,296.753,7.418825,1,0,3,0.025,0.0,0.0,0.0
2024-02-12,Netflix,display,323,1693.1004,5.241796904024768,0,0,90,0.0,0.0,0.0,0.0
2024-02-12,Netflix,mobile,209,1188.4581,5.6864023923444975,2,0,68,0.009569377990430622,0.0,0.0,0.0
2024-02-12,Nike,display,29,166.0339,5.725306896551723,0,0,0,0.0,0.0,0.0,0.0
2024-02-12,Nike,mobile,17,106.2514,6.250082352941177,0,0,1,0.0,0.0,0.0,0.0
2024-02-12,Toyota,display,33,225.5795,6.835742424242424,0,0,0,0.0,0.0,0.0,0.0
2024-02-12,Toyota,mobile,18,109.081,6.0600555555555555,0,0,0,0.0,0.0,0.0,0.0
2024-02-13,AmericanExpress,display,144,988.7686,6.866448611111111,0,0,17,0.0,0.0,0.0,0.0
2024-02-13,AmericanExpress,mobile,93,590.5942,6.350475268817204,0,0,4,0.0,0.0,0.0,0.0
2024-02-13,AmericanExpress,native,29,216.9276,7.4802620689655175,0,0,0,0.0,0.0,0.0,0.0
2024-02-13,Netflix,display,309,1548.8881,5.012582847896439,0,0,75,0.0,0.0,0.0,0.0
2024-02-13,Netflix,mobile,230,1219.484,5.302104347826087,0,0,65,0.0,0.0,0.0,0.0
2024-02-13,Nike,display,29,168.6418,5.81523448275862,0,0,0,0.0,0.0,0.0,0.0
2024-02-13,Nike,mobile,15,90.387,6.0258,0,0,1,0.0,0.0,0.0,0.0
2024-02-13,Toyota,display,30,188.4761,6.282536666666667,0,0,0,0.0,0.0,0.0,0.0
2024-02-13,Toyota,mobile,9,54.4689,6.052099999999999,0,0,0,0.0,0.0,0.0,0.0
2024-02-14,AmericanExpress,display,120,830.9904,6.92492,0,0,15,0.0,0.0,0.0,0.0
2024-02-14,AmericanExpress,mobile,83,531.2059,6.40007108433735,0,0,6,0.0,0.0,0.0,0.0
2024-02-14,AmericanExpress,native,38,280.7473,7.388086842105263,0,0,2,0.0,0.0,0.0,0.0
2024-02-14,Netflix,display,329,1665.7613,5.063104255319149,1,0,83,0.00303951367781155,0.0,0.0,0.0
2024-02-14,Netflix,mobile,176,913.4911,5.19029034090909,0,0,46,0.0,0.0,0.0,0.0
2024-02-14,Nike,display,33,193.99360000000001,5.87859393939394,0,0,1,0.0,0.0,0.0,0.0
2024-02-14,Nike,mobile,20,118.0884,5.90442,0,0,1,0.0,0.0,0.0,0.0
2024-02-14,Toyota,display,31,189.25900000000001,6.105129032258065,0,0,0,0.0,0.0,0.0,0.0
2024-02-14,Toyota,mobile,13,80.0763,6.159715384615385,0,0,0,0.0,0.0,0.0,0.0
2024-02-15,AmericanExpress,display,130,890.325,6.848653846153846,0,0,14,0.0,0.0,0.0,0.0
2024-02-15,AmericanExpress,mobile,79,516.8676,6.542627848101266,0,0,8,0.0,0.0,0.0,0.0
2024-02-15,AmericanExpress,native,48,360.6339,7.51320625,0,0,2,0.0,0.0,0.0,0.0
2024-02-15,Netflix,display,308,1641.1321,5.328350974025974,0,0,87,0.0,0.0,0.0,0.0
2024-02-15,Netflix,mobile,204,1086.9394,5.32813431372549,0,0,58,0.0,0.0,0.0,0.0
2024-02-15,Nike,display,26,161.6152,6.215969230769231,0,0,3,0.0,0.0,0.0,0.0
2024-02-15,Nike,mobile,20,118.5581,5.927905,0,0,1,0.0,0.0,0.0,0.0
2024-02-15,Toyota,display,22,131.1547,5.961577272727272,0,0,0,0.0,0.0,0.0,0.0
2024-02-15,Toyota,mobile,17,106.4431,6.261358823529412,0,0,0,0.0,0.0,0.0,0.0
2024-02-16,AmericanExpress,display,127,857.5245,6.752161417322834,0,0,11,0.0,0.0,0.0,0.0
2024-02-16,AmericanExpress,mobile,88,600.642,6.825477272727273,0,0,11,0.0,0.0,0.0,0.0
2024-02-16,AmericanExpress,native,38,275.2505,7.243434210526315,0,0,1,0.0,0.0,0.0,0.0
2024-02-16,Netflix,display,314,1645.1069,5.239193949044586,0,0,85,0.0,0.0,0.0,0.0
2024-02-16,Netflix,mobile,198,1059.5871,5.35145,0,0,57,0.0,0.0,0.0,0.0
2024-02-16,Nike,display,26,159.799,6.146115384615385,0,0,3,0.0,0.0,0.0,0.0
2024-02-16,Nike,mobile,20,124.6402,6.23201,0,0,2,0.0,0.0,0.0,0.0
2024-02-16,Toyota,display,23,155.6384,6.766886956521739,0,0,0,0.0,0.0,0.0,0.0
2024-02-16,Toyota,mobile,9,60.188900000000004,6.687655555555556,0,0,0,0.0,0.0,0.0,0.0
2024-02-17,AmericanExpress,display,154,1037.4896,6.736945454545455,1,0,14,0.006493506493506494,0.0,0.0,0.0
2024-02-17,AmericanExpress,mobile,86,602.1605,7.001866279069767,1,0,12,0.011627906976744186,0.0,0.0,0.0
2024-02-17,AmericanExpress,native,29,221.67090000000002,7.643824137931035,0,0,1,0.0,0.0,0.0,0.0
2024-02-17,Netflix,display,317,1624.9061,5.125886750788643,0,0,85,0.0,0.0,0.0,0.0
2024-02-17,Netflix,mobile,247,1288.4327,5.216326720647774,0,0,67,0.0,0.0,0.0,0.0
2024-02-17,Nike,display,30,174.1874,5.806246666666667,0,0,0,0.0,0.0,0.0,0.0
2024-02-17,Nike,mobile,22,130.0353,5.910695454545455,0,0,1,0.0,0.0,0.0,0.0
2024-02-17,Toyota,display,20,117.8753,5.893765,0,0,0,0.0,0.0,0.0,0.0
2024-02-17,Toyota,mobile,18,115.4442,6.413566666666666,0,0,0,0.0,0.0,0.0,0.0
2024-02-18,AmericanExpress,display,115,799.6668999999999,6.953625217391304,1,1,15,0.008695652173913044,1.0,55.62900173913043,0.06956521739130435
2024-02-18,AmericanExpress,mobile,87,599.448,6.890206896551724,0,0,12,0.0,0.0,0.0,0.0
2024-02-18,AmericanExpress,native,44,350.0566,7.955831818181818,0,0,5,0.0,0.0,0.0,0.0
2024-02-18,Netflix,display,304,1615.2426,5.313298026315789,0,0,84,0.0,0.0,0.0,0.0
2024-02-18,Netflix,mobile,209,1098.3834,5.255422966507177,0,0,62,0.0,0.0,0.0,0.0
2024-02-18,Nike,display,33,199.7817,6.053990909090909,0,0,2,0.0,0.0,0.0,0.0
2024-02-18,Nike,mobile,18,110.8193,6.156627777777778,0,0,1,0.0,0.0,0.0,0.0
2024-02-18,Toyota,display,25,151.9767,6.0790679999999995,1,0,0,0.04,0.0,0.0,0.0
2024-02-18,Toyota,mobile,18,111.965,6.220277777777778,0,0,0,0.0,0.0,0.0,0.0
2024-02-19,AmericanExpress,display,124,800.354,6.454467741935484,0,0,7,0.0,0.0,0.0,0.0
2024-02-19,AmericanExpress,mobile,88,585.1632,6.649581818181818,0,0,12,0.0,0.0,0.0,0.0
2024-02-19,AmericanExpress,native,36,266.6465,7.406847222222222,0,0,4,0.0,0.0,0.0,0.0
2024-02-19,Netflix,display,299,1547.6398,5.176052842809364,1,0,77,0.0033444816053511705,0.0,0.0,0.0
2024-02-19,Netflix,mobile,201,1028.4709,5.116770646766169,0,0,50,0.0,0.0,0.0,0.0
2024-02-19,Nike,display,25,150.5358,6.021432,0,0,1,0.0,0.0,0.0,0.0
2024-02-19,Nike,mobile,11,68.5637,6.233063636363636,0,0,1,0.0,0.0,0.0,0.0
2024-02-19,Toyota,display,16,106.1852,6.636575,0,0,0,0.0,0.0,0.0,0.0
2024-02-19,Toyota,mobile,19,117.8061,6.200321052631579,0,0,0,0.0,0.0,0.0,0.0
2024-02-20,AmericanExpress,display,142,916.7067,6.455680985915492,0,0,8,0.0,0.0,0.0,0.0
2024-02-20,AmericanExpress,mobile,89,634.0748,7.12443595505618,0,0,14,0.0,0.0,0.0,0.0
2024-02-20,AmericanExpress,native,45,341.6891,7.593091111111111,0,0,4,0.0,0.0,0.0,0.0
2024-02-20,Netflix,display,302,1543.7602,5.111788741721854,0,0,76,0.0,0.0,0.0,0.0
2024-02-20,Netflix,mobile,207,1165.5022,5.630445410628019,0,0,72,0.0,0.0,0.0,0.0
2024-02-20,Nike,display,26,148.8588,5.7253384615384615,0,0,0,0.0,0.0,0.0,0.0
2024-02-20,Nike,mobile,14,87.0566,6.218328571428572,0,0,2,0.0,0.0,0.0,0.0
2024-02-20,Toyota,display,19,115.8184,6.095705263157894,0,0,0,0.0,0.0,0.0,0.0
2024-02-20,Toyota,mobile,21,133.9901,6.380480952380953,0,0,0,0.0,0.0,0.0,0.0
2024-02-21,AmericanExpress,display,135,903.4249,6.692036296296296,0,0,7,0.0,0.0,0.0,0.0
2024-02-21,AmericanExpress,mobile,98,663.7724,6.7731877551020405,0,0,10,0.0,0.0,0.0,0.0
2024-02-21,AmericanExpress,native,33,228.8572,6.935066666666667,0,0,1,0.0,0.0,0.0,0.0
2024-02-21,Netflix,display,315,1612.2866999999999,5.118370476190476,0,0,81,0.0,0.0,0.0,0.0
2024-02-21,Netflix,mobile,213,1081.3459,5.076741314553991,0,0,50,0.0,0.0,0.0,0.0
2024-02-21,Nike,display,30,184.7707,6.159023333333334,0,0,4,0.0,0.0,0.0,0.0
2024-02-21,Nike,mobile,22,126.0175,5.728068181818181,0,0,0,0.0,0.0,0.0,0.0
2024-02-21,Toyota,display,22,137.364,6.243818181818182,0,0,0,0.0,0.0,0.0,0.0
2024-02-21,Toyota,mobile,14,99.5305,7.109321428571429,0,0,0,0.0,0.0,0.0,0.0
2024-02-22,AmericanExpress,display,139,938.237,6.749906474820143,0,0,16,0.0,0.0,0.0,0.0
2024-02-22,AmericanExpress,mobile,90,586.14,6.512666666666666,0,0,8,0.0,0.0,0.0,0.0
2024-02-22,AmericanExpress,native,38,291.1963,7.66306052631579,0,0,3,0.0,0.0,0.0,0.0
2024-02-22,Netflix,display,331,1734.004,5.238682779456193,0,0,82,0.0,0.0,0.0,0.0
2024-02-22,Netflix,mobile,234,1192.7547,5.097242307692308,0,0,59,0.0,0.0,0.0,0.0
2024-02-22,Nike,display,25,146.9349,5.877396,0,0,2,0.0,0.0,0.0,0.0
2024-02-22,Nike,mobile,21,122.1991,5.819004761904762,0,0,0,0.0,0.0,0.0,0.0
2024-02-22,Toyota,display,25,159.5078,6.380312,0,0,0,0.0,0.0,0.0,0.0
2024-02-22,Toyota,mobile,5,31.2635,6.2527,0,0,0,0.0,0.0,0.0,0.0
2024-02-23,AmericanExpress,display,104,713.4369,6.859970192307693,0,0,12,0.0,0.0,0.0,0.0
2024-02-23,AmericanExpress,mobile,91,618.138,6.792725274725275,0,0,9,0.0,0.0,0.0,0.0
2024-02-23,AmericanExpress,native,43,325.0932,7.560306976744187,0,0,2,0.0,0.0,0.0,0.0
2024-02-23,Netflix,display,322,1601.3705,4.973200310559006,0,0,84,0.0,0.0,0.0,0.0
2024-02-23,Netflix,mobile,205,1099.6095,5.363948780487805,0,0,55,0.0,0.0,0.0,0.0
2024-02-23,Nike,display,20,122.937,6.14685,0,0,1,0.0,0.0,0.0,0.0
2024-02-23,Nike,mobile,24,147.3913,6.141304166666667,1,1,2,0.041666666666666664,1.0,49.130433333333336,0.33333333333333337
2024-02-23,Toyota,display,20,122.0576,6.10288,0,0,0,0.0,0.0,0.0,0.0
2024-02-23,Toyota,mobile,24,158.8179,6.6174125,0,0,0,0.0,0.0,0.0,0.0
2024-02-24,AmericanExpress,display,123,839.7532,6.827261788617886,0,0,13,0.0,0.0,0.0,0.0
2024-02-24,AmericanExpress,mobile,97,670.2997,6.910306185567011,0,0,12,0.0,0.0,0.0,0.0
2024-02-24,AmericanExpress,native,35,249.08350000000002,7.116671428571429,0,0,2,0.0,0.0,0.0,0.0
2024-02-24,Netflix,display,320,1607.1588,5.02237125,0,0,83,0.0,0.0,0.0,0.0
2024-02-24,Netflix,mobile,214,1055.1408,4.930564485981308,0,0,49,0.0,0.0,0.0,0.0
2024-02-24,Nike,display,30,181.3666,6.045553333333333,0,0,3,0.0,0.0,0.0,0.0
2024-02-24,Nike,mobile,19,117.3864,6.1782315789473685,0,0,3,0.0,0.0,0.0,0.0
2024-02-24,Toyota,display,25,160.0354,6.401416,0,0,0,0.0,0.0,0.0,0.0
2024-02-24,Toyota,mobile,12,71.7422,5.978516666666667,0,0,0,0.0,0.0,0.0,0.0
2024-02-25,AmericanExpress,display,127,846.2823999999999,6.663640944881889,0,0,13,0.0,0.0,0.0,0.0
2024-02-25,AmericanExpress,mobile,78,526.6082,6.75138717948718,0,0,7,0.0,0.0,0.0,0.0
2024-02-25,AmericanExpress,native,38,290.8993,7.655244736842104,0,0,2,0.0,0.0,0.0,0.0
2024-02-25,Netflix,display,337,1736.327,5.152305637982196,0,0,93,0.0,0.0,0.0,0.0
2024-02-25,Netflix,mobile,194,949.5645,4.894662371134021,0,0,47,0.0,0.0,0.0,0.0
2024-02-25,Nike,display,20,114.148,5.7074,0,0,0,0.0,0.0,0.0,0.0
2024-02-25,Nike,mobile,19,113.1949,5.957626315789474,0,0,1,0.0,0.0,0.0,0.0
2024-02-25,Toyota,display,19,118.8272,6.254063157894737,0,0,0,0.0,0.0,0.0,0.0
2024-02-25,Toyota,mobile,18,111.7257,6.2069833333333335,0,0,0,0.0,0.0,0.0,0.0
2024-02-26,AmericanExpress,display,126,851.722,6.7596984126984125,0,0,11,0.0,0.0,0.0,0.0
2024-02-26,AmericanExpress,mobile,111,753.8153,6.791128828828828,0,0,14,0.0,0.0,0.0,0.0
2024-02-26,AmericanExpress,native,32,233.9565,7.311140625,0,0,1,0.0,0.0,0.0,0.0
2024-02-26,Netflix,display,328,1656.0307,5.048874085365854,1,0,74,0.003048780487804878,0.0,0.0,0.0
2024-02-26,Netflix,mobile,217,1093.5919,5.039594009216589,0,0,55,0.0,0.0,0.0,0.0
2024-02-26,Nike,display,31,186.9547,6.030796774193549,0,0,1,0.0,0.0,0.0,0.0
2024-02-26,Nike,mobile,17,99.5397,5.855276470588235,0,0,1,0.0,0.0,0.0,0.0
2024-02-26,Toyota,display,27,170.6988,6.322177777777778,0,0,0,0.0,0.0,0.0,0.0
2024-02-26,Toyota,mobile,16,103.7257,6.48285625,0,0,0,0.0,0.0,0.0,0.0
2024-02-27,AmericanExpress,display,133,914.3101,6.874512030075188,0,0,18,0.0,0.0,0.0,0.0
2024-02-27,AmericanExpress,mobile,94,618.6808,6.5817106382978725,0,0,6,0.0,0.0,0.0,0.0
2024-02-27,AmericanExpress,native,42,301.7715,7.185035714285714,0,0,3,0.0,0.0,0.0,0.0
2024-02-27,Netflix,display,319,1657.7933,5.196844200626959,0,0,83,0.0,0.0,0.0,0.0
2024-02-27,Netflix,mobile,200,1013.1591999999999,5.065796,0,0,46,0.0,0.0,0.0,0.0
2024-02-27,Nike,display,36,207.9399,5.776108333333333,0,0,2,0.0,0.0,0.0,0.0
2024-02-27,Nike,mobile,28,164.9104,5.889657142857144,0,0,0,0.0,0.0,0.0,0.0
2024-02-27,Toyota,display,28,172.3177,6.154203571428572,0,0,0,0.0,0.0,0.0,0.0
2024-02-27,Toyota,mobile,16,103.4563,6.46601875,0,0,0,0.0,0.0,0.0,0.0
